Unnamed: 0,question,choices,answer,subject,llm,accuracy
439,"Ne tiawa mu no, nsɛm a edidi so yi mu nea ɛwɔ he na ɛma yehu sikasɛm yiye? ""Ahonya ho adesua ne . . . ""","['Nneɛma pii a wɔkyekyɛ wɔ nneɛma a wɔmpɛ pii mu.', 'sika a ɛrekɔ so wɔ sikasɛm mu.', 'Ɔkwan a nnwuma no fa so ma wɔn kyɛfa biara bo yɛ den.', 'sɛdeɛ nneɛma kakraa bi pɛ na wɔde di akɔnnɔ a ɛnni ano ho dwuma.']",D,high_school_microeconomics,A) Nneɛma pii a wɔkyekyɛ wɔ nneɛma a wɔmpɛ pii mu.,0
440," Sɛ woma nnwinnade dodow no ara yɛ pɛ na wode adwumayɛfo pii ka ho a, wubenya nneɛma pii. Sɛ nhwɛso no, sɛ wode odwumayɛni biako fi ase a, wobɛyɛ nneɛma 300, wode adwumayɛfo baanu yɛ nneɛma 350, na wode adwumayɛfo baasa yɛ nneɛma 375. Dɛn na eyi ka kyerɛ wo?","['Bere tenten a ɛsɛ sɛ wosan kɔ so yɛ eyi.', 'Mfe bebree mu no, mfaso a ɛwɔ so a ɛretrɛ no kyerɛ eyi.', 'Eyi kyerɛ sɛnea wɔresan akɔ mmeae ahoro no.', 'Eyi yɛ bere tiaa bi a wonya fi mu a ɛso tew kakra.']",D,high_school_microeconomics,"B) Mfe bebree mu no, mfaso a ɛwɔ so a ɛretrɛ no kyerɛ eyi.",0
441, Emu nea ɛwɔ he na ɛsom bo paa ma ɔmanfo?,"['Sankuo ho ntetee a wɔde ma ankorankoro.', ""W'asafo mu atuhoamafo a wɔatu wɔn ho ama."", 'Tekiti $1 a wɔde bɛkɔ tete nneɛma akorae.', 'Ntɔmmɔ kakra bɔtɔ baako.']",B,high_school_microeconomics,B) W'asafo mu atuhoamafo a wɔatu wɔn ho ama.,1
442,Nsɛm a edidi so yi mu nea ɛwɔ he na ɛyɛ ɔmanfo nhwɛso pa?,"['Mihuu oduruyɛfo bi a ɔhwɛ se.', 'Anwummere bi, na yɛregye yɛn ahome.', 'pizza kɛseɛ', 'Amanaman Ntam Aeaeɛ.']",D,high_school_microeconomics,A) Mihuu oduruyɛfo bi a ɔhwɛ se.,0
443,Nneɛma a ɛho hia no ho hia bere a nneɛma a wɔhwehwɛ no nyɛ papa no.,"['kwantene', 'dibea ɛwɔ fam', 'nkamfoɔ', 'ananmusini']",C,high_school_microeconomics,B) dibea ɛwɔ fam,0
444,"Seesei ara, adwumakuo a wɔdi akan wɔ adwumakuo a wɔdi akan mu no yɛ pɛ. Nsɛm a edidi so yi mu nea ɛwɔ he na ɛma yetumi hu akatua a wɔtua wɔ gua so no?","['Wɔn a wɔawie sukuu no dodow renya nimdeɛ a ehia wɔ adwuma mu nnɛ no.', 'Ɛho hia kɛse sɛ yɛde saa adwuma yi ba.', 'Nneɛma foforo a wonya fi mu no bo bɛyɛ den kɛse.', 'Adwumayɛfoɔ Dwumadibea no ayi nsɔhwɛ ahiadeɛ no afi hɔ ama adwuma wɔ saa adwuma yi mu.']",B,high_school_microeconomics,C) Nneɛma foforo a wonya fi mu no bo bɛyɛ den kɛse.,0
445,Ɛno ne nneɛma a aban no bara nnwuma na ɔhwɛ so no mu baako.,"['Nneɛma a wɔde di dwuma no, sɛ wɔn a wɔtɔn nhoma no sɛe no a, ɛma wɔte nka kɛse bere a wɔn a wɔyɛ adwuma no so tew no.', 'Ahodeɛ a wɔde to obi so no ma atɛntenenee yɛ adwuma wɔ ɔman no mu ma mfasoɔ ba so.', 'Nnwumakuw a wonni hɔ nyɛ nhwehwɛmu ne nkɔso bebree.', 'Nneɛma a ɛba fam ne nneɛma bo a ɛboro so no ma wɔhwere nneɛma a wɔde boro so no.']",D,high_school_microeconomics,B) Ahodeɛ a wɔde to obi so no ma atɛntenenee yɛ adwuma wɔ ɔman no mu ma mfasoɔ ba so.,0
446,Nsɛm a edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛ aguadi no mu yɛ pɛ ma X pa a ɛyɛ akansie (anaa pɛpɛɛpɛ)?,"['Na X kɛse biara nni hɔ.', 'Nneɛma X a wɔde ma ne nea wohia yɛ pɛ.', ' Nneɛma pa pii wɔ X hɔ.', 'Aban no na ɛhwɛ nneɛma pa X dodow a wɔtɔ no so.']",B,high_school_microeconomics,B) Nneɛma X a wɔde ma ne nea wohia yɛ pɛ.,1
447,"Sɛ paya bo kɔ soro a, yɛhwɛ kwan sɛ yebedi nsɛm a edidi so yi:","['Na paya dodoɔ a ɛho hia no kɔ soro.', 'Paya dodoɔ a wonya fi mu no hwe ase.', 'Paya dodoɔ a ɛho hia no so tew.', 'Paya adesrɛ no so tew.']",C,high_school_microeconomics,A) Na paya dodoɔ a ɛho hia no kɔ soro.,0
448,"Yebetumi aka sɛ, sɛ aba a ɛwɔ hɔ ne nea wɔhwehwɛ no dɔɔso a.","[' Ɛsono bo a wɔtɔ, nanso dodoɔ a wodi kan nya no yɛ kɛse.', 'Nsakrae a ɛba nneɛma bo so no sua, nanso dodoɔ a ɛfata no so tew.', 'Bere dodoɔ a ɛkari pɛ no, ne bo nso yɛ den.', 'Ɛka ne ɛka nyinaa so tew.']",A,high_school_microeconomics,"A)  Ɛsono bo a wɔtɔ, nanso dodoɔ a wodi kan nya no yɛ kɛse.",1
449,"Sɛ aban no yɛ biribi a, anka ɛbɛba mu na wɔpɛ sɛ wɔyɛ no yiye sɛnea ɛbɛyɛ a wobetumi ayɛ adwuma a ne boɔ yɛ den.","['sɛ wɔkyekyem pɛpɛɛpɛ a, ne bo yɛ den.', 'sɛ abrabɔ ne mfasoɔ boɔ yɛ saa ara a', 'baabi a wɔtaa nya mfasoɔ no.', 'wɔ bere a nnɔbae ho ka ne bo yɛ pɛ.']",D,high_school_microeconomics,C) baabi a wɔtaa nya mfasoɔ no.,0
450,Hwehwɛ bere a mfaso a ɛwɔ so ma wɔn a wɔtɔ nneɛma no so sen 1 no.,"['deɛ ɛkyɛn so ayɛ den', 'nteaseɛ', 'mintimm', 'deɛ ɛyɛ mmerɛ']",B,high_school_microeconomics,A) deɛ ɛkyɛn so ayɛ den,0
451, ɛtoɔgye nhyehyɛe a edidi so yi mu nea ɛwɔ he na wɔde sika fi adefo hɔ kɔ ahiafo hɔ?,"['ɛtoɔ a wɔto no nkakra nkakra.', 'ɛtoɔgye nhyehyɛe a ɛmfata', 'ɛtoɔ ho nhyehyɛeɛ a nnipa dodoɔ wɔ mu', 'ɛtoɔ nhyehyɛe bi']",A,high_school_microeconomics,C) ɛtoɔ ho nhyehyɛeɛ a nnipa dodoɔ wɔ mu,0
452,"Wɔ tebea ahorow yi mu no, emu nea ɛwɔ he na ɛnkyerɛ sɛ ɔyɛ nyiyimu?","['Esiane sɛ Brent yɛ adwuma anadwo nti, osii gyinae sɛ ɔbɛtɔ paanoo 7 a.m, na ɛnyɛ 7 p.m.', 'Bob ne Nancy nsa ka ""$1 discount"" nyisoɔ wɔ nkrataa a wɔde mena wɔn no mu, nanso Bob de di dwuma bere a Nancy de, ɔnyɛ saa.', 'Josh tua $1 wɔ Cokes baako ho bere a Katie tɔ $3 wɔ emu 12 ho.', ' Rosemary ani gye ho sɛ ɔbɛtua ka pii ama anwummere dwumadi no, nanso Velma ani gye ho sɛ ɔbɛkɔ sini wɔ anwummere dwumadi a ne bo nyɛ den no ho.']",A,high_school_microeconomics,C) Josh tua $1 wɔ Cokes baako ho bere a Katie tɔ $3 wɔ emu 12 ho.,0
453,Nneɛma a edidi so yi mu nea ɛwɔ he na ebetumi asiw nsunsuanso pa a ebefi mu aba no ano?,"['Aban ntesoɔ', 'Aban ɛtoɔ', 'Ɛboɔ a ɛso sen biara.', 'Mfaso a ɛba fam.']",A,high_school_microeconomics,C) Ɛboɔ a ɛso sen biara.,0
454,"Jeans aguadi no yɛ pɛ, bere a polyester  twakoto, a ɛyɛ nneɛma a wɔde si ananmu no, bo a wɔtɔ no renya nkɔanim.","['Sɛ wohwe ase a, ɛma wonya nneɛma bo soronko, na ɛma wonya nneɛma pii.', 'Sɛ ɛso tew a, ɛma nneɛma bo ne dodoɔ a ɛwɔ mu no nyinaa yɛ kɛse.', 'Sɛ wɔhwehwɛ sɛ wɔbɛte nneɛma so a, nneɛma bo kɔ soro na ɛma wɔn nneɛma so ate.', 'Bere a wɔhwehwɛ pii no, nneɛma bo ne dodow nso foro.']",D,high_school_microeconomics,"A) Sɛ wohwe ase a, ɛma wonya nneɛma bo soronko, na ɛma wonya nneɛma pii.",0
455,ɔtɔfo a n'adwenem da hɔ a ɔredi Nketesia Kuo paano no begyae sɛ,"['Ɛka a wɔbɔ wɔ kukisi ho no te saa ara na mfasoɔ a ɛwɔ soɔ nyinaa te.', 'Nea edidi so yi bo ne mfaso a ɛwɔ so no yɛ pɛ.', 'Aduan a wodi no ma ɛka a wɔbɔ wɔ wɔn nkyɛn no yɛ kɛse.', 'Mfaso biara nni so sɛ wubedi kukisi.']",B,high_school_microeconomics,B) Nea edidi so yi bo ne mfaso a ɛwɔ so no yɛ pɛ.,1
456,"Emu nea ɛwɔ he na ɛkyerɛkyerɛ nea enti a ɛnam adwumakuo baako pɛ anaa pɛpɛɛpɛ so no, ɛnam sɛ ɛboɔ no boɔ yɛ den sene ɛka a wɔbɔ no wɔ akansie a ɛyɛ pɛ mu no mu? I. Esiane sɛ ɛnam akansie pɛpɛɛpɛ so na ɛnam nti, boɔ ne mfasoɔ a ɛwɔ mu no yɛ pɛ. II. Esiane sɛ wɔn a wɔtɔ nneɛma bo so tew nti, ɛbo a wɔbɔ no boro ɛka a wɔbɔ wɔ aguadi bi a ɛnyɛ yiye mu no so tew. III. Esiane sɛ nneɛma bo yɛ den nti, ɛda adi sɛ akansi a ɛnyɛ pɛ na ɛteɛ.","['I, II, ne III.', 'I ne II', 'I nko ara', 'I ne III']",B,high_school_microeconomics,B) I ne II,1
457,Ɔtɔfo no na ɔsoa tow no mu kyɛfa kɛse bere a wɔde nneɛma no to tow so no.,"['Wɔn a wɔde wɔn nsa ka ne wɔn a wɔhwehwɛ wɔn no nyinaa nni hwee yɛ.', 'Ɛwom sɛ nneɛma a wɔde ma no yɛ mmerɛw de, nanso ɛnyɛ nea wɔhwehwɛ no.', 'Ɛwom sɛ nneɛma a wɔde ma wɔn no nyɛ hwee de, nanso odwumayɛni no hwehwɛ sɛ ɔyɛ mmerɛw.', 'Both the supply and the demand are elastic. ']",B,high_school_microeconomics,"C) Ɛwom sɛ nneɛma a wɔde ma wɔn no nyɛ hwee de, nanso odwumayɛni no hwehwɛ sɛ ɔyɛ mmerɛw.",0
458,"Sɛ wɔkyekyem pɛpɛɛpɛ a, ne bo yɛ den koraa.","['sɛ wɔkyekyem pɛpɛɛpɛ a, ne bo nyɛ den bere nyinaa.', 'sɛ wɔkyekyem pɛpɛɛpɛ a, ɛboro ɛka a wɔbɔ so bere nyinaa.', 'Sɛ wɔkyekyem pɛpɛɛpɛ a, ɛka a wɔbɔ no bere tiaa bi mu no yɛ nea ɛkyɛ sen biara.', 'ɛsono sɛnea wɔbɔ boɔ, na ɛsono sɛnea wɔbɔ boɔ bere tiaa bi.']",D,high_school_microeconomics,"C) Sɛ wɔkyekyem pɛpɛɛpɛ a, ɛka a wɔbɔ no bere tiaa bi mu no yɛ nea ɛkyɛ sen biara.",0
459,Deɛ edi soɔ yi mu bɛn na ɛnnyɛ su a ɛfa ɔpɛ nkoaeɛ a atɔ sima ho?,"['Ɛka a wɔbɔ no bere tenten bi a wɔbɔ bere a wɔduu MR = MC no.', 'P < MC.', 'akansie a ɛkɔ so wɔ akansifo ntam.', 'Ɛka a kyea']",B,high_school_microeconomics,A) Ɛka a wɔbɔ no bere tenten bi a wɔbɔ bere a wɔduu MR = MC no.,0
460,Sikasɛm yɛ asafo mu nyansahu a,"['sika ho anigye titiriw.', 'nnipa dodow no ara ani gye ho sɛ wɔde nneɛma bedi dwuma yiye.', 'de nyansahu kwan nko ara na ɛdi dwuma de kyerɛkyerɛ nsɛm mu.', 'de adwene si honhom fam akwahosan pa so titiriw.']",B,high_school_microeconomics,B) nnipa dodow no ara ani gye ho sɛ wɔde nneɛma bedi dwuma yiye.,1
461,Dea edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?,"['TC = (AVC + AFC)Q.', 'TFC = TC deɛ ɛfiri mu ba nyinaa', 'AVC + AFC = TC.', 'MC = TC - TFC.']",A,high_school_microeconomics,A) TC = (AVC + AFC)Q,1
462,Nea edidi so yi mu aiako na ɔkyerɛ sɛ ɔyɛ ɔbaakofo:,"['akatua a ɛnyɛ adwumayɛfoɔ nsa ano adwuma a wɔnya no', 'nnwuma bebree sene ɛdeɛn na wɔbɛhu wɔ gua so a akansi wɔ mu', 'akatua bi a ɛboro nea wɔde ma wɔ dwa bi mu a adwumayɛ resi akan.', 'Ɔbaako a ɔtɔn nneɛma de wɔn ho hyɛ adwuma mu.']",A,high_school_microeconomics,B) nnwuma bebree sene ɛdeɛn na wɔbɛhu wɔ gua so a akansi wɔ mu,0
463,Nnoɔma mmienu yi nyinaa yɛ sɛdeɛ wɔn a wɔyɛ wɔn adeɛ nyinaa teɛ no sɛdeɛ wɔn mu baako pɛ a ɛyɛ papa no yɛ kɛseɛ na sɛdeɛ wɔn boɔ teɛ no saa ara (B) na adepa foforɔ boɔ nso bɛyɛ kɛseɛ (A).,"['nneɛma ananmu.', 'nneɛma foforo.', 'Nneɛma a ɛnyɛ papa.', 'Nneɛma a ɛho te.']",A,high_school_microeconomics,B) nneɛma foforo.,0
464,Nsɛm a edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛ adwumakuw bi wɔ hɔ a wodi akan wɔ aguadi mu?,"['Na sika dodoɔ a wonya no kɔ soro, na afei ɛso ate.', 'Sika a wonya fi amannɔne no so tew.', 'Sɛ wɔkyekyem pɛpɛɛpɛ a, sika a wonya fi mu no nye, nanso awiei koraa no, ɛbɛyɛ nea mfaso wɔ so.', 'Sɛ wɔkyekyem pɛpɛɛpɛ a, sika a wonya fi mu no te saa ara.']",D,high_school_microeconomics,"C) Sɛ wɔkyekyem pɛpɛɛpɛ a, sika a wonya fi mu no nye, nanso awiei koraa no, ɛbɛyɛ nea mfaso wɔ so.",0
465,Adwumayɛfo a wɔwɔ gua a wodi akan koraa so no fa adwumayɛfo kɔ adwuma kosi saa bere no.,"['Akatua = ɛka a ɛbɔ wɔ ɔfasuo no ho', 'Akatua = adwuma a wɔde yɛ adwuma.', 'Akatua = Sika a wonya fi sikasɛm mu.', 'Akatua = Adwumayɛfoɔ nsa ano adwuma']",D,high_school_microeconomics,A) Akatua = ɛka a ɛbɔ wɔ ɔfasuo no ho,0
466,"Nea enti a ɛte saa ne sɛ, ɛsɛ sɛ adwumakuw baako tew ne bo ase na ama n'adwuma no so atew.","['Wɔ ɔmanfo asetra mu no, wɔtaa de wɔn ho to wɔn ho so.', 'Wɔ adwumakuw bi fam no, sika a wonya fi mu no sua sen nea wɔhwehwɛ no.', 'Wɔ adwumakuw biako pɛ fam no, ne bo yɛ den sensɛnee.', 'Monopolies are allowed to continue controlling markets.  ']",B,high_school_microeconomics,"C) Wɔ adwumakuw biako pɛ fam no, ne bo yɛ den sensɛnee.",0
467,Ma yɛnka sɛ kɔfe gua no bɛyɛ adwuma. Saa nhyehyɛe yi bɛfi mu aba.,"['mfidie a wɔde tutu fam a ɛho nhia sɛ wɔde brɛ kɔfe.', 'kɔfe a ɛho yɛ den a ɛrekɔ so wɔ gua so.', 'kɔfe a ne bo nyɛ den na ɛde nneɛma pii ba.', 'ma kɔfe ho anigye dɔɔso.']",A,high_school_microeconomics,D) ma kɔfe ho anigye dɔɔso.,0
468,Ɛda adi sɛ ɛbɛma wɔn a wɔyɛ adwuma wɔ nnuan a wɔde di dwuma ntɛm mu no akatua so atew.,"['ɛho hia pa ara sɛ nnipa a wɔwɔ nnwuma a wɔyɛ aduane ntɛmtɛm no mu bɛnya nkɔanim', 'nnipa a wɔreyɛ aduane a ɛyɛ mmerɛ', 'nnipa a wonni wɔn a wɔwɔ nnuan pa adwuma no mu.', 'adwumayɛfo a wɔwɔ aduan pa boro so.']",D,high_school_microeconomics,A) ɛho hia pa ara sɛ nnipa a wɔwɔ nnwuma a wɔyɛ aduane ntɛmtɛm no mu bɛnya nkɔanim,0
469,"Wɔ bere tiaa mu no, nsɛm a edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛ adwumakuw bi ne afoforo di akan pɛpɛɛpɛ?","['Adwumakuw no nya mfaso ankasa.', 'Sɛ wɔkyekyem pɛpɛɛpɛ a, nnwuma no to mu.', 'Adwumakuw no nya mfaso pa.', 'Na adwumakuw no akatua betumi ayɛ nea wonya no daa, enye, anaa ɛho nte.']",D,high_school_microeconomics,"B) Sɛ wɔkyekyem pɛpɛɛpɛ a, nnwuma no to mu.",0
470,"Mpɛn pii no, kɔfe, a ɛyɛ papa, wɔ aguadi a akansi wom a ɛkari pɛ seesei. Nsɛm a edidi so yi mu nea ɛwɔ he na ɛma yehu sɛnea kɔfe ho a wɔbɛhwehwɛ no bɛdɔɔso?","['Nneɛma a wɔde tɔ sika hwe ase.', 'Tii bo kɔ soro.', 'Adwumayɛfo a wɔwɔ kɔfe mfuw mu no nni sika bebree.', 'Mfiridwuma mu nimdeɛ renya nkɔanim kɛse wɔ kɔfe awo mu.']",B,high_school_microeconomics,B) Tii bo kɔ soro.,1
471,Ɛyɛ nokware sɛ adwumakuw bi renya mfaso ankasa bere a ɛde mfaso pa ba no.,"['Ɛka a wɔbɔ ne akatua a wonya no nyinaa nyɛ hwee.', 'Ɛka a wɔbɔ no pefee no te sɛ ɛka a wɔbɔ no pɛpɛɛpɛ.', 'Ka nneɛma bom ne nnwumakuo no nyinaa akatua yɛ pɛ.', 'Mfaso a wɔnya fi mu no nyinaa yɛ nea emu da hɔ fann na ɛho ntew nyinaa ma ɛyɛ ohunu.']",D,high_school_microeconomics,B) Ɛka a wɔbɔ no pefee no te sɛ ɛka a wɔbɔ no pɛpɛɛpɛ.,0
472,"Ɛsɛ sɛ adwumakuo bi nya ne ntotosoɔ du du a, sɛ ɔpɛ na onim sɛ ne nnwumakuo no aguadi boɔ tumi yɛ 0.78.","['Esiane sɛ wopɛ sɛ woyɛ saa nti, tew ɛbo a wobɔ no so.', 'ɛka a wɔbɔ ɛnam nkabom a wɔhwehwɛ no nti', 'ɛboɔ so te ɛnam mmerɛboɔ a wɔhwehwɛ no nti', 'Esiane sɛ wɔn bo yɛ den nti, wɔn bo tɔ wɔn yam.']",D,high_school_microeconomics,B) ɛka a wɔbɔ ɛnam nkabom a wɔhwehwɛ no nti,0
473,Deɛ edi soɔ yi mu bɛn na ɛyɛ su a ɛwɔ ɔbaakofoɔ dwadie tumidie akansie mu?,"['P > MC.', 'ahoɔden', 'Mpɛn bebree no akansi bo.', 'P =MR.']",A,high_school_microeconomics,D) P =MR.,0
474,Nea edidi so yi mu nea ɛwɔ he na ɛkyerɛkyerɛ ɔkwan a ɛkɔ akyire no mu yiye?,"['Adwumayɛ dodow a wɔde ma wɔn no nya nkɔanim wɔ akatua a wɔde ma wɔn bere biara a wɔbɛnya nkɔanim no mu.', 'The substitution effect, or the availability of extra jobs, is still favoured by the labor-leisure trade-off. ', 'Sika a wonya no, anaa ahomegye pii a wonya wɔ akatua a ɛkɔ akyiri mu no fi adwumayɛfoɔ adwadie mu.', 'Nnipa a wosua, wonni sika bebree, wɔyɛ adwuma wɔ beae a ɛwɔ akyi no.']",C,high_school_microeconomics,"C) Sika a wonya no, anaa ahomegye pii a wonya wɔ akatua a ɛkɔ akyiri mu no fi adwumayɛfoɔ adwadie mu.",1
475,Nneɛma a edidi so yi mu nea ɛwɔ he na ɛwɔ mfasoɔ kɛse na ɛwɔ mfasoɔ ketewa paa?,"['Rɔba', 'Kar nketewa.', 'abɛɛfo badwemma afidie', 'Mframa']",D,high_school_microeconomics,C) abɛɛfo badwemma afidie,0
476,Deɛ ɛwɔ ase ha yi mu bɛn na wɔde Lorenz Nkoaeɛ no yɛ:,"['Asase so ahonyade ne sika a nkurɔfo nya wɔ aman ahorow mu no nsonsonoe.', 'deɛ ɛboro nnipa dodoɔ soɔ wɔ aman ahodoɔ so', 'sikasɛm mu nsonsonoeɛ a ɛda sikasɛm ntam wɔ ɔman no ahyeɛ nyinaa mu.', 'nnipa dodoɔ a wɔyɛ adwuma kɔ ohia a ɛnyɛ adwuma.']",C,high_school_microeconomics,A) Asase so ahonyade ne sika a nkurɔfo nya wɔ aman ahorow mu no nsonsonoe.,0
477,Nsɛm a edidi so yi mu nea ɛwɔ he na ɛkyerɛ sɛ adwadiefoɔ no bɛtua akatua no fa kɛse no ara?,"['sɛ nneɛma boɔ yɛ den wɔ ɔkwan a wɔfa soɔ ne ɛboɔ a wɔbɔ wɔ ɔkwan a wɔmfa soɔ no so.', 'Wɔ tebea a ɛte saa mu no, ɔkwan a wɔfa so di dwuma no yɛ mmerɛw koraa, na ɛho hia sɛ wɔfa so.', 'if the availability curve exhibits price elasticity and the need curve exhibits price inelasticity.', 'If the supply curve is price elastic and the demand curve is completely inelastic']",D,high_school_microeconomics,D) If the supply curve is price elastic and the demand curve is completely inelastic,1
478,Nea edidi so yi mu nea ɛwɔ he na ɛkyerɛ nea enti a nsukyeneeɛ boɔ akɔ soro?,"['Na ice cream kuruwa no bo tɔ fam.', 'deɛ ɛtene abele a ɛma ɛyɛ mmerɛw sɛ wɔde bɛyɛ abele.', 'Sɛ abele kɔ soro a, ɛyɛ aduru a ɛboa yiye wɔ abele ho.', 'Sɛ wote nsukyenee bo so a, ɛyɛ ananmusifoɔ a wɔsi ice cream ananmu.']",B,high_school_microeconomics,B) deɛ ɛtene abele a ɛma ɛyɛ mmerɛw sɛ wɔde bɛyɛ abele.,1
479,Ahwehwɛde ahorow a edidi so yi mu nea ɛwɔ he na ɛsɛ sɛ yedu ho ansa na adwuma bi atumi de nneɛma bo adi dwuma yiye? I. Wontumi mfa ɔkwan a wɔbɛfa so ahwehwɛ no nsi fam mma adwumakuo no. II. Wɔhwehwɛ sɛ adwumakuo no nya dwa so tumi. III. Ɛho hia sɛ wɔn a wɔtɔ nneɛma no yɛ nneɛma bi a ɛho nhia sɛ wodi ho dwuma. IV. Adwumakuo no hia botae ahodoɔ a ɛboro mfasoɔ a wobenya so. V. Ɛho hia sɛ adwumakuo no tumi ma wɔkwati sɛ wɔbɛtɔn wɔn nneɛma bio.,"['I, III, ne V nko ara', 'III ne IV nko ara', 'I ne IV nko ara', 'II, III, ne V nko ara']",D,high_school_microeconomics,"A) I, III, ne V nko ara",0
480,Nea edidi so yi mu nea ɛwɔ he na ɛyɛ sikasɛm han mu nhwɛso?,"['Ɔpanyin tiiriw bi a ɔyɛ kɛntɛnbɔɔlo nya $50 ɔpepem.', 'Asafo ahobammɔ ahomegyeɛ akatua.', ""Yiedie sikasem a w'agye afiri asafo nnwuma."", 'Wɔhwɛɛ sukuupɔn osuani ɔwofoɔ anaa ɔhwɛfoɔ.']",A,high_school_microeconomics,A) Ɔpanyin tiiriw bi a ɔyɛ kɛntɛnbɔɔlo nya $50 ɔpepem.,1
481,"Sɛ deɛ ɛbɔ abira bi wɔ abɔntene, emu nea edidi so yi mu yԑ amanneɛ (anaa sԑ  dea etene ) wɔ abɔntene?","['Aban nte soɔ', 'Aban ɛtoɔ', ' Ɛboɔ a ɛwɔ fɔm', 'Nneɛma bebree wɔ hɔ a ɛboro so.']",B,high_school_microeconomics,C)  Ɛboɔ a ɛwɔ fɔm,0
482,Nea ɛdi so yi ɛmu nea ɛwɔ he na ɛyɛ ɔbaakofoɔ dwadie su?,"['Adwumakuw biako wɔ nnwumakuo no mu.', 'Mfasoɔ a ɛwɔ soɔ no ne ɛho mfasoɔ hyia.', 'hwehwɛ akwan a ɛyɛ mmerɛw koraa.', 'Akwanside ahorow a ɛwɔ kwan ano.']",A,high_school_microeconomics,B) Mfasoɔ a ɛwɔ soɔ no ne ɛho mfasoɔ hyia.,0
483,ɔbaakofoɔ dwadie bi nya fi mu no yɛ tee a ɛkyerɛ sɛ wɔpɛ sɛ wɔyɛ saa.,"['sianeeɛ a ɛkɔ soro', 'ɔkwan a ɛda ntwamutam no ne hia a ɛho hia no ntam', 'di kan siane fam, na afei de, siane kɔ soro.', 'in line with the needs slope']",B,high_school_microeconomics,B) ɔkwan a ɛda ntwamutam no ne hia a ɛho hia no ntam,1
484,Deɛ ɛfiri boɔ a ɛwɔ fam mu ba yɛ,"['Ade a ɛyɛ fɛ a enni hɔ daa.', 'nkɔsoɔ wɔ yiedie nyinaa mu.', 'nneɛma a ɛboro so daa.', 'Sɛ wuwu a, wubeyi adehwere no afi wo so.']",C,high_school_microeconomics,B) nkɔsoɔ wɔ yiedie nyinaa mu.,0
485,Deɛ ɛdiso yi mu nea ɛwɔ he na ɛnka akwan a nkabom ɛkuo de to akatua mu?,"['nkɔmmɔbɔ bɛduru akatua bi ho', 'Nhyehyɛeɛ a ɛfa nnipa ho', 'bɔ mmɔden sɛ ɔde nneɛma foforo bo bɛbrɛ ase.', 'Nhyehyɛeɛ a ɛfa adansiɛ anaa nhwiren ho']",C,high_school_microeconomics,D) Nhyehyɛeɛ a ɛfa adansiɛ anaa nhwiren ho,0
486,akansie a ɛyɛ pɛ ho ade bɛn na edidi so yi?,"['Nnwuma yɛ nneɛma a ɛyɛ pɛ.', 'Akwansideɛ wɔ ɔkwan a wɔde wuram.', 'Nnwuma sisi nneɛma bo sɛnea ɛbɛyɛ a wobenya mfaso pii.', 'Nea ɛbɛyɛ na wɔn so atew no, aban no hyehyɛ nneɛma bo.']",A,high_school_microeconomics,C) Nnwuma sisi nneɛma bo sɛnea ɛbɛyɛ a wobenya mfaso pii.,0
487,Deɛ ɛdiso yi mu nea ɛwɔ he na ɛyɛ pɛpɛɛpɛ?,"['Ɛsono bere a wɔde bɛma wɔn nyinaa.', 'Nneɛma a wɔde di dwuma nyinaa gu ahorow ntɛm ara.', 'Bere ekɔ so no, wɔn a wɔde wɔn bɛma wɔn no ntumi nyɛ wɔn ade koraa bere a wɔrepɛ biribi afi wɔn hɔ.', 'Wɔ bere tiaa bi mu no, nneɛma betumi ayɛ nsakrae koraa ama wɔn a wɔhwehwɛ wɔn no.']",A,high_school_microeconomics,"D) Wɔ bere tiaa bi mu no, nneɛma betumi ayɛ nsakrae koraa ama wɔn a wɔhwehwɛ wɔn no.",0
488,"Esiane eyi nti, wobu ɔbaakofoɔ dwadie akansie baako pɛ sɛ ɛso aba mfaso.","['Sɛ wɔkyekyem pɛpɛɛpɛ a, ɛka a wɔbɔ no nyinaa boro bere tenten no so.', 'Sika a wonya fi bere tenten no wɔ tuntum no mu.', 'Adwuma ahorow ne wɔn ho wɔn ho bɔ nnwom.', 'Nwuramu  biara nni hɔ a ɛsɛ sɛ wokɔ mu.']",A,high_school_microeconomics,"A) Sɛ wɔkyekyem pɛpɛɛpɛ a, ɛka a wɔbɔ no nyinaa boro bere tenten no so.",1
489,"sɛ wɔde toto akansie pɛpɛɛpɛ a ɛwɔ mmere tenten mu ho a, ɔbaakofoɔ dwadie wɔ","['Nneɛma pii wɔ hɔ a wɔde di dwuma ma wɔn a wɔtɔn nneɛma.', 'pɛpɛɛpɛyɔ', 'nneɛma boɔ a ɛwɔ fam.', 'Ne bo yɛ den sen nneɛma a wɔtɔn no.']",D,high_school_microeconomics,B) pɛpɛɛpɛyɔ,0
